Date,Shift,Component,Defect Type,Temperature,Rejected Qty,Produced Qty,Machine,Sand Moisture (%),Pouring Time (sec),Operator,Cooling Time (min),Mold Hardness,Humidity (%),Inspection Result,Rejection Rate (%),Month,Year
2026-05-15,B,Wheel Hub,Cold Shut,778.0,52,515,M2,6.78,30.0,OP03,48,60,82,Fail,10.1,5.0,2026.0
2025-08-07,A,Engine Block,Sand Inclusion,779.0,89,996,M3,4.1,13.34,OP16,85,89,38,Pass,8.94,8.0,2025.0
2025-01-04,B,Clutch Plate,Sand Inclusion,690.0,28,640,M5,3.09,29.24,OP13,68,80,74,Fail,4.38,1.0,2025.0
2025-10-23,A,Cylinder Head,Shrinkage,774.0,37,582,M1,3.38,21.58,OP06,58,77,42,Pass,6.36,10.0,2025.0
2025-01-13,C,Engine Block,Cold Shut,780.0,58,1184,M5,3.53,15.73,OP07,23,87,58,Fail,4.9,1.0,2025.0
2025-07-16,C,Wheel Hub,Misrun,709.0,68,578,M1,3.12,29.01,OP05,34,69,47,Fail,11.76,7.0,2025.0
2025-06-04,C,Clutch Plate,Shrinkage,760.0,57,1078,M4,7.5,25.09,OP08,39,75,42,Pass,5.29,6.0,2025.0
2025-11-01,A,Wheel Hub,Shrinkage,769.0,15,792,M2,5.47,23.3,OP03,56,89,72,Fail,1.89,11.0,2025.0
2026-04-22,A,Wheel Hub,Crack,709.0,26,473,M1,5.86,11.34,OP08,26,94,82,Fail,5.5,4.0,2026.0
2025-12-03,B,Wheel Hub,Shrinkage,697.0,2,1018,M1,3.18,10.55,OP09,86,93,36,Pass,0.2,12.0,2025.0
2026-04-02,C,Engine Block,Shrinkage,675.0,21,483,M2,6.84,22.88,OP16,40,70,60,Fail,4.35,4.0,2026.0
2025-09-30,A,Clutch Plate,Misrun,747.0,43,456,M3,6.4,21.85,OP19,78,86,44,Pass,9.43,9.0,2025.0
2026-03-12,A,Clutch Plate,Cold Shut,713.0,66,1011,M5,5.85,20.45,OP07,82,70,51,Pass,6.53,3.0,2026.0
2026-04-05,C,Clutch Plate,Cold Shut,707.0,99,902,M3,4.87,28.14,OP08,51,75,68,Pass,10.98,4.0,2026.0
2025-07-27,C,Gear Housing,Cold Shut,753.0,36,829,M5,6.36,22.04,OP06,20,95,50,Pass,4.34,7.0,2025.0
2025-05-10,B,Clutch Plate,Crack,779.0,58,662,M1,5.62,24.38,OP09,90,78,62,Pass,8.76,5.0,2025.0
2025-06-13,A,Cylinder Head,Sand Inclusion,756.0,48,582,M2,6.15,21.39,OP08,60,85,59,Pass,8.25,6.0,2025.0
2025-07-25,B,Gear Housing,Shrinkage,763.0,67,824,M2,4.64,18.99,OP12,77,74,64,Pass,8.13,7.0,2025.0
2025-04-04,B,Clutch Plate,Porosity,722.0,50,1023,M3,4.09,12.04,OP09,47,71,84,Fail,4.89,4.0,2025.0
2025-02-22,B,Gear Housing,Porosity,744.0,109,1118,M1,6.93,20.01,OP17,74,76,61,Fail,9.75,2.0,2025.0
2026-03-13,C,Gear Housing,Shrinkage,688.0,43,585,M2,3.5,17.35,OP17,21,69,81,Pass,7.35,3.0,2026.0
2025-04-17,B,Wheel Hub,Sand Inclusion,729.0,66,965,M5,3.51,29.51,OP01,89,88,45,Fail,6.84,4.0,2025.0
2026-02-20,B,Engine Block,Porosity,762.0,43,573,M3,5.77,29.14,OP04,88,90,38,Fail,7.5,2.0,2026.0
2025-05-13,C,Gear Housing,Shrinkage,676.0,49,660,M4,4.99,26.15,OP11,46,92,80,Fail,7.42,5.0,2025.0
2025-01-20,B,Clutch Plate,Cold Shut,747.0,18,430,M3,4.61,22.58,OP03,81,89,40,Fail,4.19,1.0,2025.0
2026-02-02,A,Wheel Hub,Misrun,733.0,127,1142,M5,3.77,30.0,OP10,53,89,51,Fail,11.12,2.0,2026.0
2026-03-28,A,Clutch Plate,Crack,685.0,44,666,M4,3.22,15.14,OP14,29,72,78,Fail,6.61,3.0,2026.0
2025-03-30,A,Cylinder Head,Shrinkage,770.0,79,838,M5,4.9,22.39,OP04,67,71,75,Pass,9.43,3.0,2025.0
2025-09-24,B,Gear Housing,Shrinkage,767.0,84,1074,M4,3.53,17.92,OP12,28,73,50,Fail,7.82,9.0,2025.0
2025-08-15,A,Engine Block,Crack,714.0,25,589,M5,5.27,19.38,OP12,88,74,84,Fail,4.24,8.0,2025.0
,A,Gear Housing,Misrun,715.0,42,619,M1,7.5,19.24,OP12,27,84,50,Pass,6.79,,
2025-01-09,C,Clutch Plate,Shrinkage,701.0,30,1065,M4,5.32,23.73,OP01,83,64,40,Fail,2.82,1.0,2025.0
2026-01-05,A,Engine Block,Shrinkage,680.0,78,984,M5,6.01,12.51,OP07,85,62,48,Fail,7.93,1.0,2026.0
2025-09-27,B,Wheel Hub,Crack,723.0,32,759,M4,7.23,26.81,OP11,34,81,41,Fail,4.22,9.0,2025.0
2026-05-13,A,Engine Block,Cold Shut,654.0,0,517,M4,3.84,18.59,OP08,81,60,60,Pass,0.0,5.0,2026.0
2025-01-25,C,Cylinder Head,Porosity,654.0,80,807,M1,7.03,13.85,OP11,87,79,53,Fail,9.91,1.0,2025.0
2025-05-14,A,Wheel Hub,Sand Inclusion,657.0,7,667,M5,3.1,23.87,OP01,33,89,44,Fail,1.05,5.0,2025.0
2025-01-21,A,Clutch Plate,Shrinkage,764.0,59,860,M2,6.92,13.72,OP20,58,77,62,Fail,6.86,1.0,2025.0
2025-03-14,B,Clutch Plate,Crack,753.0,17,570,M3,4.88,11.86,OP17,87,95,67,Fail,2.98,3.0,2025.0
2025-06-05,B,Wheel Hub,Shrinkage,767.0,17,1139,M3,6.07,29.59,OP03,68,90,62,Pass,1.49,6.0,2025.0
2025-06-14,A,Cylinder Head,Misrun,694.0,25,436,M5,3.64,12.45,OP06,61,78,45,Pass,5.73,6.0,2025.0
2025-05-19,A,Gear Housing,Shrinkage,737.0,23,1195,M1,5.47,18.83,OP17,81,72,63,Pass,1.92,5.0,2025.0
2025-12-14,A,Clutch Plate,Cold Shut,701.0,78,816,M2,5.55,25.92,OP18,65,90,53,Pass,9.56,12.0,2025.0
2025-05-06,B,Clutch Plate,Shrinkage,670.0,58,886,M1,4.02,16.84,OP09,50,71,64,Fail,6.55,5.0,2025.0
2026-03-09,A,Gear Housing,Sand Inclusion,759.0,14,656,M1,4.87,19.08,OP11,28,74,55,Fail,2.13,3.0,2026.0
2025-01-05,B,Engine Block,Sand Inclusion,670.0,86,813,M3,6.2,18.01,OP11,34,77,70,Fail,10.58,1.0,2025.0
2025-10-25,C,Gear Housing,Sand Inclusion,689.0,84,1180,M1,6.38,13.81,OP09,85,67,60,Fail,7.12,10.0,2025.0
2026-01-21,A,Brake Drum,Cold Shut,685.0,5,637,M4,6.67,28.33,OP02,30,67,50,Fail,0.78,1.0,2026.0
2025-02-05,B,Engine Block,Porosity,742.0,99,836,M4,6.45,10.06,OP11,68,74,49,Pass,11.84,2.0,2025.0
2026-04-06,C,Gear Housing,Cold Shut,777.0,61,924,M3,4.28,18.85,OP15,87,64,36,Fail,6.6,4.0,2026.0
2025-09-30,A,Clutch Plate,Misrun,706.0,66,1108,M3,4.83,12.59,OP06,41,85,46,Fail,5.96,9.0,2025.0
2026-01-24,A,Engine Block,Porosity,734.0,6,585,M1,3.42,16.78,OP01,89,67,71,Fail,1.03,1.0,2026.0
2025-02-11,C,Cylinder Head,Porosity,730.0,61,991,M4,6.31,21.08,OP07,42,89,73,Pass,6.16,2.0,2025.0
2025-10-16,A,Cylinder Head,Cold Shut,681.0,22,671,M3,3.23,16.71,OP07,41,91,39,Pass,3.28,10.0,2025.0
2026-04-14,A,Brake Drum,Crack,677.0,71,929,M2,4.02,20.06,OP08,70,61,75,Fail,7.64,4.0,2026.0
2025-05-04,A,Gear Housing,Misrun,661.0,0,998,M2,4.34,22.49,OP10,75,70,36,Pass,0.0,5.0,2025.0
2025-12-20,B,Gear Housing,Shrinkage,675.0,81,922,M3,5.11,17.93,OP05,44,70,61,Fail,8.79,12.0,2025.0
2026-03-26,A,Wheel Hub,Sand Inclusion,656.0,15,597,M3,4.19,18.37,OP16,44,80,44,Pass,2.51,3.0,2026.0
,A,Wheel Hub,Sand Inclusion,715.0,52,514,M4,3.38,18.64,OP16,71,86,72,Pass,10.12,,
2025-10-21,B,Wheel Hub,Porosity,736.0,1,760,M1,6.61,20.63,OP15,40,73,61,Fail,0.13,10.0,2025.0
2025-10-02,B,Cylinder Head,Cold Shut,752.0,21,1041,M2,7.5,14.54,OP20,70,88,49,Pass,2.02,10.0,2025.0
2025-04-01,A,Clutch Plate,Sand Inclusion,753.0,37,1052,M3,4.94,29.54,OP11,20,65,50,Fail,3.52,4.0,2025.0
2025-07-11,B,Brake Drum,Misrun,671.0,10,844,M2,5.35,27.1,OP08,83,67,41,Fail,1.18,7.0,2025.0
2025-06-13,C,Gear Housing,Sand Inclusion,760.0,32,821,M2,3.13,11.07,OP18,85,79,85,Fail,3.9,6.0,2025.0
2025-05-04,B,Gear Housing,Shrinkage,655.0,54,523,M1,3.77,15.28,OP13,62,63,35,Pass,10.33,5.0,2025.0
2025-09-03,B,Cylinder Head,Crack,682.0,19,692,M5,5.05,17.34,OP08,68,86,55,Fail,2.75,9.0,2025.0
2026-03-12,A,Engine Block,Misrun,714.0,13,1068,M5,6.92,27.21,OP13,51,65,38,Pass,1.22,3.0,2026.0
2026-02-23,A,Clutch Plate,Cold Shut,678.0,69,735,M4,3.2,16.66,OP08,25,70,43,Pass,9.39,2.0,2026.0
2026-03-03,C,Clutch Plate,Cold Shut,697.0,33,796,M4,7.1,10.22,OP09,34,60,41,Pass,4.15,3.0,2026.0
2025-10-05,B,Gear Housing,Sand Inclusion,733.0,12,502,M2,4.46,24.99,OP19,89,68,78,Fail,2.39,10.0,2025.0
2026-02-27,B,Engine Block,Cold Shut,721.0,20,549,M5,6.26,28.15,OP12,60,86,65,Pass,3.64,2.0,2026.0
2025-04-26,A,Engine Block,Cold Shut,689.0,49,435,M3,5.14,25.89,OP10,44,76,43,Pass,11.26,4.0,2025.0
2025-03-30,B,Gear Housing,Shrinkage,760.0,38,469,M2,6.28,16.48,OP14,90,93,72,Fail,8.1,3.0,2025.0
2026-02-01,A,Brake Drum,Shrinkage,775.0,93,835,M1,7.16,27.12,OP15,87,73,66,Fail,11.14,2.0,2026.0
2025-11-13,B,Cylinder Head,Crack,741.0,83,742,M5,6.3,19.61,OP19,84,79,61,Fail,11.19,11.0,2025.0
2026-03-11,A,Cylinder Head,Sand Inclusion,657.0,3,877,M3,5.79,12.72,OP13,62,77,43,Fail,0.34,3.0,2026.0
2026-05-12,A,Clutch Plate,Sand Inclusion,659.0,106,1054,M2,3.47,21.41,OP11,78,76,46,Pass,10.06,5.0,2026.0
2025-07-20,C,Clutch Plate,Crack,767.0,38,613,M5,3.97,25.47,OP09,62,85,65,Fail,6.2,7.0,2025.0
2026-01-22,C,Engine Block,Misrun,756.0,88,881,M4,6.8,28.98,OP09,35,69,58,Pass,9.99,1.0,2026.0
2025-03-01,A,Engine Block,Porosity,763.0,84,1184,M2,5.22,16.0,OP07,35,79,80,Pass,7.09,3.0,2025.0
2025-07-16,A,Clutch Plate,Shrinkage,672.0,16,545,M5,5.52,25.87,OP16,57,70,36,Pass,2.94,7.0,2025.0
2025-11-14,C,Wheel Hub,Sand Inclusion,680.0,29,952,M3,3.2,20.36,OP07,26,95,48,Fail,3.05,11.0,2025.0
2025-07-23,B,Gear Housing,Shrinkage,754.0,20,834,M2,7.18,23.41,OP18,62,70,60,Fail,2.4,7.0,2025.0
2025-04-02,C,Engine Block,Shrinkage,759.0,119,1089,M1,7.5,13.54,OP12,50,85,84,Fail,10.93,4.0,2025.0
2025-10-11,A,Brake Drum,Shrinkage,721.0,41,975,M2,6.91,23.5,OP02,39,69,76,Fail,4.21,10.0,2025.0
2026-01-25,A,Wheel Hub,Misrun,721.0,25,953,M4,5.51,11.96,OP20,30,84,56,Fail,2.62,1.0,2026.0
2025-10-06,C,Wheel Hub,Sand Inclusion,769.0,48,689,M4,3.72,12.99,OP16,45,66,48,Fail,6.97,10.0,2025.0
2025-08-27,A,Brake Drum,Porosity,723.0,4,1184,M4,3.53,18.05,OP15,76,89,80,Fail,0.34,8.0,2025.0
2025-08-04,A,Wheel Hub,Cold Shut,685.0,2,708,M2,5.43,11.15,OP18,40,86,84,Pass,0.28,8.0,2025.0
2026-02-22,A,Cylinder Head,Crack,762.0,51,810,M4,7.48,18.02,OP05,78,62,60,Pass,6.3,2.0,2026.0
2026-01-12,B,Engine Block,Crack,711.0,111,1097,M3,6.02,13.9,OP01,56,62,64,Pass,10.12,1.0,2026.0
2026-04-07,A,Gear Housing,Misrun,716.0,40,522,M2,6.15,11.08,OP18,53,76,48,Fail,7.66,4.0,2026.0
2025-02-23,B,Clutch Plate,Misrun,667.0,68,719,M4,7.5,16.0,OP02,42,69,52,Pass,9.46,2.0,2025.0
2026-03-04,B,Gear Housing,Cold Shut,728.0,25,473,M3,4.4,17.41,OP03,71,74,50,Pass,5.29,3.0,2026.0
2026-01-25,A,Wheel Hub,Porosity,701.0,12,986,M5,4.6,27.92,OP05,86,66,44,Fail,1.22,1.0,2026.0
2025-02-19,A,Wheel Hub,Sand Inclusion,731.0,68,867,M2,4.3,15.74,OP12,57,88,54,Pass,7.84,2.0,2025.0
2025-02-17,C,Brake Drum,Porosity,749.0,141,1188,M2,6.03,10.94,OP08,82,78,72,Pass,11.87,2.0,2025.0
2025-04-15,B,Cylinder Head,Cold Shut,738.0,79,1182,M5,3.54,15.23,OP17,58,93,79,Pass,6.68,4.0,2025.0
2026-01-02,A,Clutch Plate,Sand Inclusion,653.0,36,781,M4,3.44,29.49,OP02,31,61,43,Pass,4.61,1.0,2026.0
2025-08-15,C,Wheel Hub,Cold Shut,735.0,44,522,M1,6.49,12.64,OP14,44,72,46,Fail,8.43,8.0,2025.0
2025-12-30,A,Brake Drum,Sand Inclusion,718.0,23,671,M4,5.7,14.24,OP17,71,76,67,Pass,3.43,12.0,2025.0
2026-03-13,C,Engine Block,Misrun,650.0,24,809,M5,6.69,22.25,OP14,30,68,67,Fail,2.97,3.0,2026.0
2026-02-11,A,Brake Drum,Shrinkage,743.0,14,828,M4,5.41,28.3,OP16,23,83,58,Fail,1.69,2.0,2026.0
2025-06-27,C,Wheel Hub,Porosity,680.0,35,780,M3,5.86,22.43,OP15,84,62,47,Fail,4.49,6.0,2025.0
2025-05-14,B,Cylinder Head,Shrinkage,664.0,41,599,M1,7.5,22.19,OP08,24,92,43,Pass,6.84,5.0,2025.0
2025-03-24,C,Cylinder Head,Porosity,654.0,23,1200,M4,3.49,17.4,OP07,38,70,48,Pass,1.92,3.0,2025.0
2025-03-24,A,Cylinder Head,Porosity,722.0,64,1012,M2,4.69,15.82,OP19,80,81,48,Pass,6.32,3.0,2025.0
2025-02-18,C,Clutch Plate,Crack,767.0,94,1020,M3,3.42,14.19,OP16,61,69,36,Fail,9.22,2.0,2025.0
2025-06-15,C,Wheel Hub,Porosity,691.0,59,1170,M3,6.08,29.23,OP17,30,69,44,Fail,5.04,6.0,2025.0
2026-04-05,B,Cylinder Head,Shrinkage,780.0,51,549,M2,6.87,26.13,OP16,32,60,81,Pass,9.29,4.0,2026.0
2025-09-02,A,Engine Block,Cold Shut,658.0,32,405,M2,5.72,27.84,OP14,40,83,52,Pass,7.9,9.0,2025.0
2025-11-20,C,Wheel Hub,Sand Inclusion,670.0,108,1110,M5,6.69,17.49,OP05,38,68,67,Fail,9.73,11.0,2025.0
2026-04-08,B,Engine Block,Shrinkage,702.0,95,862,M1,3.57,21.06,OP20,70,61,57,Pass,11.02,4.0,2026.0
2025-11-25,A,Engine Block,Misrun,683.0,105,1060,M2,3.96,25.11,OP03,49,74,52,Fail,9.91,11.0,2025.0
2025-11-29,B,Brake Drum,Porosity,779.0,32,400,M3,7.5,22.87,OP04,41,76,68,Pass,8.0,11.0,2025.0
2025-07-31,A,Gear Housing,Crack,662.0,44,1077,M3,7.21,13.49,OP10,48,88,42,Fail,4.09,7.0,2025.0
2026-02-27,C,Clutch Plate,Crack,697.0,92,1174,M2,4.67,29.13,OP19,29,69,70,Fail,7.84,2.0,2026.0
2025-07-12,C,Cylinder Head,Shrinkage,777.0,126,1091,M1,6.49,21.02,OP11,66,91,36,Fail,11.55,7.0,2025.0
2025-01-21,B,Gear Housing,Shrinkage,654.0,26,968,M4,3.66,30.0,OP09,70,89,51,Pass,2.69,1.0,2025.0
2026-04-01,A,Wheel Hub,Misrun,720.0,36,624,M1,4.74,17.52,OP17,46,95,41,Pass,5.77,4.0,2026.0
2025-02-12,C,Gear Housing,Shrinkage,662.0,60,762,M5,3.76,30.0,OP19,24,76,85,Fail,7.87,2.0,2025.0
2025-11-04,C,Wheel Hub,Cold Shut,684.0,99,1183,M1,3.25,12.93,OP05,83,90,42,Pass,8.37,11.0,2025.0
2025-10-21,B,Engine Block,Cold Shut,999.0,33,681,M4,5.0,13.73,OP18,63,87,81,Pass,4.85,10.0,2025.0
2026-05-04,C,Brake Drum,Cold Shut,719.0,129,1183,M5,6.56,28.71,OP07,53,75,37,Pass,10.9,5.0,2026.0
2025-01-09,C,Gear Housing,Crack,721.0,56,509,M2,4.94,11.48,OP12,63,91,44,Pass,11.0,1.0,2025.0
2026-05-10,C,Gear Housing,Crack,775.0,42,445,M3,4.16,15.92,OP11,41,89,55,Fail,9.44,5.0,2026.0
2026-02-10,A,Brake Drum,Shrinkage,659.0,3,954,M2,5.66,13.41,OP15,73,84,68,Pass,0.31,2.0,2026.0
2026-01-12,B,Engine Block,Shrinkage,777.0,36,568,M5,7.42,21.4,OP17,86,83,41,Pass,6.34,1.0,2026.0
2025-11-10,A,Brake Drum,Cold Shut,774.0,20,556,M2,6.6,24.67,OP12,89,93,62,Fail,3.6,11.0,2025.0
2025-09-10,B,Wheel Hub,Porosity,752.0,3,693,M2,3.96,15.27,OP18,20,80,75,Pass,0.43,9.0,2025.0
2026-02-23,C,Engine Block,Sand Inclusion,714.0,35,722,M1,6.39,14.18,OP02,53,62,84,Fail,4.85,2.0,2026.0
2025-07-01,C,Engine Block,Cold Shut,717.0,39,518,M4,6.66,11.18,OP15,41,65,76,Fail,7.53,7.0,2025.0
2025-10-24,B,Engine Block,Sand Inclusion,773.0,83,748,M1,5.07,17.13,OP03,51,81,64,Pass,11.1,10.0,2025.0
2025-10-24,B,Clutch Plate,Misrun,657.0,36,755,M5,4.49,15.39,OP02,71,95,61,Pass,4.77,10.0,2025.0
2026-03-30,A,Cylinder Head,Misrun,692.0,85,844,M3,7.41,18.2,OP08,31,75,44,Pass,10.07,3.0,2026.0
2025-09-23,C,Brake Drum,Porosity,700.0,61,1190,M5,4.7,26.41,OP11,68,86,85,Pass,5.13,9.0,2025.0
2025-04-18,C,Engine Block,Sand Inclusion,679.0,90,756,M3,5.76,10.71,OP18,64,81,63,Pass,11.9,4.0,2025.0
2025-04-03,B,Clutch Plate,Crack,759.0,94,1157,M5,6.12,22.45,OP01,87,88,63,Pass,8.12,4.0,2025.0
2025-07-18,C,Clutch Plate,Cold Shut,682.0,1,945,M3,4.97,22.02,OP07,53,68,59,Pass,0.11,7.0,2025.0
2025-08-23,A,Gear Housing,Crack,708.0,40,707,M2,6.01,23.68,OP08,77,80,50,Fail,5.66,8.0,2025.0
,A,Wheel Hub,Crack,693.0,51,723,M3,3.14,22.81,OP12,59,95,70,Fail,7.05,,
2025-03-05,C,Wheel Hub,Shrinkage,688.0,35,452,M1,3.76,27.55,OP02,57,75,72,Fail,7.74,3.0,2025.0
2025-06-23,B,Clutch Plate,Crack,706.0,27,797,M5,3.68,17.33,OP07,49,73,71,Pass,3.39,6.0,2025.0
2025-12-28,B,Engine Block,Crack,703.0,44,1167,M2,6.72,25.04,OP18,29,67,58,Pass,3.77,12.0,2025.0
2026-02-04,B,Wheel Hub,Porosity,755.0,104,1119,M3,6.64,23.49,OP07,73,63,73,Fail,9.29,2.0,2026.0
2026-01-19,A,Brake Drum,Misrun,778.0,81,683,M4,5.32,14.36,OP17,64,79,37,Fail,11.86,1.0,2026.0
2025-05-17,A,Brake Drum,Sand Inclusion,710.0,41,1115,M1,5.26,17.6,OP06,71,94,51,Pass,3.68,5.0,2025.0
2025-03-16,C,Engine Block,Porosity,686.0,82,783,M4,3.59,19.97,OP06,49,92,65,Pass,10.47,3.0,2025.0
2025-12-30,B,Engine Block,Cold Shut,701.0,15,845,M1,3.72,18.43,OP06,86,88,72,Pass,1.78,12.0,2025.0
2025-07-21,C,Cylinder Head,Crack,777.0,61,971,M3,5.51,18.85,OP07,42,79,64,Fail,6.28,7.0,2025.0
2026-05-06,B,Clutch Plate,Sand Inclusion,736.0,2,1034,M1,6.67,11.01,OP05,43,86,37,Pass,0.19,5.0,2026.0
2026-04-10,C,Cylinder Head,Sand Inclusion,698.0,29,1068,M1,7.25,16.88,OP03,37,77,70,Pass,2.72,4.0,2026.0
2026-01-25,A,Wheel Hub,Porosity,721.0,60,1105,M3,5.65,10.81,OP17,90,60,40,Pass,5.43,1.0,2026.0
2026-05-09,A,Engine Block,Crack,712.0,50,1003,M4,3.08,16.41,OP06,61,73,65,Fail,4.99,5.0,2026.0
2025-07-03,B,Engine Block,Crack,653.0,42,713,M4,5.71,14.78,OP14,22,89,44,Fail,5.89,7.0,2025.0
2026-01-17,B,Wheel Hub,Cold Shut,654.0,14,882,M5,3.42,19.02,OP12,39,79,44,Fail,1.59,1.0,2026.0
2025-04-03,C,Cylinder Head,Crack,655.0,62,870,M5,3.5,16.27,OP15,51,85,55,Fail,7.13,4.0,2025.0
,B,Brake Drum,Shrinkage,750.0,51,652,M4,5.08,10.58,OP15,58,64,50,Pass,7.82,,
2025-05-04,A,Gear Housing,Cold Shut,767.0,59,990,M2,5.22,27.37,OP19,87,73,59,Fail,5.96,5.0,2025.0
2026-04-22,C,Engine Block,Crack,724.0,9,1093,M5,4.41,19.87,OP19,55,62,84,Pass,0.82,4.0,2026.0
2026-02-03,C,Gear Housing,Cold Shut,698.0,114,1038,M3,3.58,13.89,OP15,25,89,54,Fail,10.98,2.0,2026.0
2025-04-19,B,Brake Drum,Misrun,767.0,78,1098,M5,4.43,23.41,OP01,34,63,85,Pass,7.1,4.0,2025.0
2025-05-14,C,Clutch Plate,Crack,698.0,53,712,M1,7.28,15.09,OP11,75,60,57,Fail,7.44,5.0,2025.0
2025-06-12,A,Cylinder Head,Misrun,735.0,21,665,M3,4.67,17.82,OP15,70,78,45,Fail,3.16,6.0,2025.0
2026-01-30,C,Brake Drum,Cold Shut,725.0,34,426,M3,3.69,18.12,OP08,61,84,38,Pass,7.98,1.0,2026.0
2025-09-16,C,Cylinder Head,Porosity,707.0,88,899,M3,3.78,11.2,OP15,54,72,60,Fail,9.79,9.0,2025.0
2026-03-20,A,Gear Housing,Sand Inclusion,779.0,65,789,M2,3.21,16.87,OP04,84,61,72,Pass,8.24,3.0,2026.0
2025-06-16,B,Wheel Hub,Sand Inclusion,661.0,109,1026,M2,7.5,21.28,OP04,29,81,62,Pass,10.62,6.0,2025.0
2025-03-22,A,Brake Drum,Misrun,691.0,111,1030,M3,4.11,14.97,OP16,88,65,66,Fail,10.78,3.0,2025.0
2025-09-16,B,Wheel Hub,Shrinkage,765.0,87,815,M1,5.46,26.38,OP06,58,85,49,Fail,10.67,9.0,2025.0
2025-12-25,B,Gear Housing,Misrun,656.0,110,1098,M4,6.46,24.33,OP05,89,71,49,Fail,10.02,12.0,2025.0
2026-03-27,B,Gear Housing,Shrinkage,722.0,54,642,M4,3.96,27.16,OP15,82,67,53,Pass,8.41,3.0,2026.0
2025-12-17,C,Cylinder Head,Crack,727.0,110,1034,M3,3.75,11.82,OP03,77,67,84,Pass,10.64,12.0,2025.0
2025-07-14,C,Clutch Plate,Cold Shut,691.0,50,971,M1,6.21,18.28,OP05,86,91,46,Pass,5.15,7.0,2025.0
2025-01-04,B,Cylinder Head,Crack,681.0,50,516,M2,5.63,18.18,OP20,24,93,43,Fail,9.69,1.0,2025.0
2025-07-16,C,Cylinder Head,Cold Shut,743.0,41,613,M2,3.73,19.54,OP13,78,72,67,Pass,6.69,7.0,2025.0
2025-11-08,B,Engine Block,Misrun,756.0,56,745,M2,3.73,19.94,OP07,46,66,66,Fail,7.52,11.0,2025.0
2025-12-03,B,Brake Drum,Porosity,682.0,98,1149,M1,6.22,15.97,OP01,38,60,57,Fail,8.53,12.0,2025.0
2025-06-16,B,Wheel Hub,Crack,770.0,40,513,M5,4.01,16.63,OP06,49,76,59,Pass,7.8,6.0,2025.0
2025-10-13,B,Engine Block,Porosity,681.0,47,998,M4,5.92,11.54,OP14,61,91,83,Fail,4.71,10.0,2025.0
2025-11-26,B,Wheel Hub,Porosity,697.0,90,973,M4,6.67,17.0,OP02,56,95,39,Fail,9.25,11.0,2025.0
2025-04-06,A,Cylinder Head,Sand Inclusion,727.0,51,566,M5,5.72,19.53,OP09,56,93,77,Fail,9.01,4.0,2025.0
2025-10-07,B,Gear Housing,Sand Inclusion,670.0,8,877,M1,6.49,20.18,OP18,74,95,62,Fail,0.91,10.0,2025.0
2025-03-08,A,Clutch Plate,Crack,722.0,29,847,M4,3.3,28.97,OP10,66,92,39,Pass,3.42,3.0,2025.0
2025-11-04,B,Engine Block,Porosity,749.0,59,894,M2,6.32,25.43,OP11,79,65,70,Fail,6.6,11.0,2025.0
2025-05-19,A,Gear Housing,Cold Shut,706.0,34,630,M3,5.36,17.21,OP15,28,87,55,Fail,5.4,5.0,2025.0
2026-01-07,B,Engine Block,Porosity,682.0,95,943,M1,6.88,12.91,OP18,48,89,76,Pass,10.07,1.0,2026.0
2026-01-18,C,Brake Drum,Misrun,680.0,107,1131,M1,4.44,17.96,OP19,55,77,74,Fail,9.46,1.0,2026.0
2026-04-02,A,Wheel Hub,Crack,686.0,44,1167,M3,4.35,21.18,OP19,61,83,83,Fail,3.77,4.0,2026.0
2025-04-06,C,Engine Block,Crack,720.0,14,1150,M1,4.57,17.29,OP11,85,69,66,Pass,1.22,4.0,2025.0
2025-08-16,C,Engine Block,Cold Shut,763.0,90,804,M2,4.87,21.93,OP11,80,77,51,Pass,11.19,8.0,2025.0
2025-06-15,B,Clutch Plate,Misrun,716.0,87,963,M4,4.75,12.01,OP06,60,82,59,Pass,9.03,6.0,2025.0
2025-05-19,C,Engine Block,Porosity,772.0,2,824,M3,7.26,13.98,OP03,85,75,62,Pass,0.24,5.0,2025.0
,C,Cylinder Head,Sand Inclusion,709.0,46,798,M4,4.52,28.48,OP08,81,72,65,Pass,5.76,,
2025-03-16,A,Clutch Plate,Misrun,686.0,61,1146,M4,7.04,18.69,OP05,24,64,55,Fail,5.32,3.0,2025.0
2025-09-12,A,Cylinder Head,Porosity,689.0,66,570,M3,6.5,12.15,OP02,74,68,35,Pass,11.58,9.0,2025.0
2025-06-03,A,Wheel Hub,Porosity,731.0,36,412,M1,4.77,10.68,OP04,57,91,79,Pass,8.74,6.0,2025.0
2025-12-17,A,Gear Housing,Misrun,663.0,44,432,M2,7.02,10.81,OP07,61,88,72,Fail,10.19,12.0,2025.0
2025-11-30,A,Engine Block,Sand Inclusion,669.0,55,1189,M5,5.65,12.66,OP06,88,67,50,Pass,4.63,11.0,2025.0
2026-04-02,B,Brake Drum,Porosity,722.0,33,516,M5,5.37,10.72,OP17,22,95,66,Fail,6.4,4.0,2026.0
2026-04-03,A,Clutch Plate,Sand Inclusion,682.0,24,496,M1,6.66,22.97,OP13,40,90,54,Fail,4.84,4.0,2026.0
2025-06-11,B,Brake Drum,Cold Shut,768.0,85,1163,M2,6.29,24.29,OP17,90,85,59,Pass,7.31,6.0,2025.0
